product_name,amount,sale_date,id
Sea-act Hooks,56.5,2018-05-16,605
Sea-act Hooks,55.0,2018-05-18,606
Sea-act Hooks,49.49,2018-05-20,607
Sea-act Hooks,52.95,2018-05-20,608
Sea-act Hooks,55.0,2018-05-23,609
Advanced Ruby on Whales,46.49,2018-05-24,610
Cod-ing in Python,57.5,2018-05-25,611
Advanced Ruby on Whales,47.49,2018-05-27,612
Cod-ing in Python,54.5,2018-05-27,613
Sea-act Hooks,53.85,2018-05-28,614
Sea-act Hooks,53.99,2018-05-28,615
Sea-act Hooks,54.0,2018-05-29,616
Sea-act Hooks,57.49,2018-05-30,617
Sea-act Hooks,52.99,2018-05-31,618
Advanced Ruby on Whales,50.0,2018-06-04,619
Advanced Ruby on Whales,44.48,2018-06-05,620
Advanced Ruby on Whales,45.5,2018-06-06,621
Advanced Ruby on Whales,47.16,2018-06-06,622
Sea-act Hooks,59.0,2018-06-08,623
Advanced Ruby on Whales,45.49,2018-06-09,624
Advanced Ruby on Whales,45.72,2018-06-09,625
Cod-ing in Python,59.0,2018-06-10,626
Sea-act Hooks,51.5,2018-06-11,627
Advanced Ruby on Whales,49.99,2018-06-13,628
Sea-act Hooks,52.5,2018-06-14,629
Sea-act Hooks,51.5,2018-06-15,630
Sea-act Hooks,52.55,2018-06-15,631
Sea-act Hooks,47.99,2018-06-18,632
Sea-act Hooks,52.16,2018-06-22,633
Sea-act Hooks,52.27,2018-06-24,634
An Ag-isle Primer,19.0,2018-06-24,635
Sea-act Hooks,56.46,2018-06-25,636
Sea-act Hooks,58.99,2018-06-25,637
Sea-act Hooks,49.38,2018-06-27,638
Sea-act Hooks,53.5,2018-06-28,639
Sea-act Hooks,53.0,2018-06-29,640
Sea-act Hooks,54.5,2018-07-01,641
An Ag-isle Primer,15.5,2018-07-04,642
Sea-act Hooks,54.0,2018-07-07,643
An Ag-isle Primer,22.0,2018-07-09,644
Sea-act Hooks,55.99,2018-07-10,645
Sea-act Hooks,57.99,2018-07-10,646
Sea-act Hooks,51.55,2018-07-11,647
Sea-act Hooks,56.99,2018-07-13,648
Advanced Ruby on Whales,46.07,2018-07-14,649
Cod-ing in Python,64.49,2018-07-16,650
Advanced Ruby on Whales,45.99,2018-07-18,651
Advanced Ruby on Whales,47.2,2018-07-19,652
Advanced Ruby on Whales,46.49,2018-07-19,653
Advanced Ruby on Whales,42.5,2018-07-20,654
Sea-act Hooks,48.58,2018-07-20,655
Sea-act Hooks,53.49,2018-07-21,656
Cod-ing in Python,57.49,2018-07-21,657
Sea-act Hooks,58.49,2018-07-22,658
Advanced Ruby on Whales,49.5,2018-07-24,659
Sea-act Hooks,55.5,2018-07-24,660
Sea-act Hooks,55.49,2018-07-25,661
Cod-ing in Python,56.5,2018-07-28,662
Advanced Ruby on Whales,50.49,2018-07-30,663
Sea-act Hooks,53.52,2018-07-30,664
Sea-act Hooks,50.0,2018-07-30,665
Sea-act Hooks,54.5,2018-08-01,666
Advanced Ruby on Whales,38.99,2018-08-06,667
Sea-act Hooks,53.5,2018-08-08,668
Sea-act Hooks,51.5,2018-08-08,669
Advanced Ruby on Whales,46.99,2018-08-11,670
Sea-act Hooks,56.5,2018-08-11,671
Sea-act Hooks,56.0,2018-08-12,672
Cod-ing in Python,58.5,2018-08-12,673
An Ag-isle Primer,23.49,2018-08-12,674
Advanced Ruby on Whales,50.5,2018-08-13,675
Sea-act Hooks,54.49,2018-08-13,676
Advanced Ruby on Whales,48.5,2018-08-14,677
Sea-act Hooks,56.5,2018-08-14,678
Sea-act Hooks,52.5,2018-08-14,679
Sea-act Hooks,51.0,2018-08-17,680
Advanced Ruby on Whales,47.63,2018-08-22,681
Advanced Ruby on Whales,47.99,2018-08-22,682
Advanced Ruby on Whales,50.0,2018-08-23,683
Sea-act Hooks,56.0,2018-08-26,684
Advanced Ruby on Whales,50.13,2018-08-29,685
Sea-act Hooks,53.99,2018-08-29,686
Advanced Ruby on Whales,46.0,2018-09-01,687
Sea-act Hooks,56.26,2018-09-01,688
Sea-act Hooks,53.5,2018-09-02,689
Cod-ing in Python,60.99,2018-09-02,690
An Ag-isle Primer,21.49,2018-09-02,691
Sea-act Hooks,54.5,2018-09-04,692
Cod-ing in Python,57.99,2018-09-04,693
Advanced Ruby on Whales,47.0,2018-09-05,694
Cod-ing in Python,57.48,2018-09-05,695
Cod-ing in Python,58.86,2018-09-05,696
Cod-ing in Python,55.92,2018-09-06,697
Sea-act Hooks,51.5,2018-09-09,698
Cod-ing in Python,62.99,2018-09-10,699
Sea-act Hooks,52.5,2018-09-11,700
Sea-act Hooks,52.0,2018-09-12,701
An Ag-isle Primer,21.99,2018-09-12,702
An Ag-isle Primer,22.49,2018-09-12,703
Sea-act Hooks,56.0,2018-09-16,704
Sea-act Hooks,56.0,2018-09-17,705
Cod-ing in Python,59.49,2018-09-17,706
Sea-act Hooks,54.87,2018-09-18,707
Sea-act Hooks,51.49,2018-09-18,708
Cod-ing in Python,54.5,2018-09-19,709
Cod-ing in Python,57.58,2018-09-20,710
Advanced Ruby on Whales,47.5,2018-09-21,711
Sea-act Hooks,59.0,2018-09-21,712
Sea-act Hooks,55.99,2018-09-24,713
An Ag-isle Primer,23.49,2018-09-26,714
Advanced Ruby on Whales,47.5,2018-09-27,715
Cod-ing in Python,58.0,2018-09-27,716
Sea-act Hooks,55.5,2018-10-02,717
Advanced Ruby on Whales,47.5,2018-10-03,718
Sea-act Hooks,50.0,2018-10-04,719
Sea-act Hooks,53.99,2018-10-08,720
Sea-act Hooks,52.49,2018-10-08,721
Sea-act Hooks,55.5,2018-10-08,722
Advanced Ruby on Whales,43.5,2018-10-11,723
Advanced Ruby on Whales,49.0,2018-10-12,724
Sea-act Hooks,54.5,2018-10-12,725
Sea-act Hooks,57.5,2018-10-12,726
Sea-act Hooks,52.99,2018-10-13,727
Sea-act Hooks,56.0,2018-10-20,728
Sea-act Hooks,55.19,2018-10-21,729
Sea-act Hooks,53.0,2018-10-27,730
Sea-act Hooks,55.0,2018-10-28,731
Sea-act Hooks,53.5,2018-10-28,732
Sea-act Hooks,52.49,2018-11-01,733
Sea-act Hooks,54.47,2018-11-03,734
Advanced Ruby on Whales,43.99,2018-11-04,735
Sea-act Hooks,51.5,2018-11-04,736
Advanced Ruby on Whales,47.71,2018-11-05,737
Advanced Ruby on Whales,44.49,2018-11-10,738
Sea-act Hooks,57.99,2018-11-11,739
Sea-act Hooks,54.32,2018-11-11,740
Cod-ing in Python,60.99,2018-11-11,741
Advanced Ruby on Whales,50.0,2018-11-12,742
Sea-act Hooks,55.5,2018-11-13,743
Sea-act Hooks,54.5,2018-11-14,744
An Ag-isle Primer,18.49,2018-11-14,745
Cod-ing in Python,57.5,2018-11-16,746
Sea-act Hooks,49.49,2018-11-17,747
Cod-ing in Python,57.99,2018-11-17,748
Sea-act Hooks,54.5,2018-11-20,749
Cod-ing in Python,59.5,2018-11-21,750
Sea-act Hooks,52.0,2018-11-29,751
Cod-ing in Python,60.99,2018-11-29,752
Cod-ing in Python,56.24,2018-12-01,753
Sea-act Hooks,59.0,2018-12-02,754
Advanced Ruby on Whales,46.5,2018-12-03,755
Sea-act Hooks,52.0,2018-12-04,756
Sea-act Hooks,53.5,2018-12-05,757
Cod-ing in Python,55.5,2018-12-11,758
An Ag-isle Primer,15.5,2018-12-11,759
Sea-act Hooks,56.49,2018-12-18,760
Sea-act Hooks,53.49,2018-12-18,761
Sea-act Hooks,55.0,2018-12-19,762
Advanced Ruby on Whales,52.5,2018-12-22,763
Sea-act Hooks,49.0,2018-12-22,764
Advanced Ruby on Whales,46.49,2018-12-23,765
Advanced Ruby on Whales,45.5,2018-12-24,766
Sea-act Hooks,56.77,2018-12-24,767
An Ag-isle Primer,23.5,2018-12-27,768
Sea-act Hooks,55.65,2018-12-29,769
Advanced Ruby on Whales,46.0,2018-12-30,770
Cod-ing in Python,59.49,2018-12-30,771
Cod-ing in Python,58.0,2018-12-30,772
Sea-act Hooks,54.99,2018-12-31,773
Advanced Ruby on Whales,50.5,2019-01-08,774
Sea-act Hooks,57.0,2019-01-10,775
Advanced Ruby on Whales,42.49,2019-01-13,776
Sea-act Hooks,56.99,2019-01-20,777
Sea-act Hooks,54.99,2019-01-24,778
Sea-act Hooks,54.5,2019-01-25,779
Sea-act Hooks,52.0,2019-01-25,780
An Ag-isle Primer,17.99,2019-01-26,781
Sea-act Hooks,56.0,2019-02-02,782
Advanced Ruby on Whales,48.0,2019-02-05,783
Sea-act Hooks,54.99,2019-02-09,784
An Ag-isle Primer,21.99,2019-02-11,785
Sea-act Hooks,55.21,2019-02-17,786
Sea-act Hooks,53.5,2019-02-18,787
Cod-ing in Python,59.33,2019-02-18,788
Advanced Ruby on Whales,47.99,2019-02-19,789
Cod-ing in Python,59.99,2019-02-20,790
An Ag-isle Primer,21.49,2019-02-23,791
Sea-act Hooks,55.53,2019-02-24,792
Sea-act Hooks,57.5,2019-03-01,793
Cod-ing in Python,64.0,2019-03-02,794
Advanced Ruby on Whales,43.99,2019-03-07,795
Sea-act Hooks,54.49,2019-03-11,796
Sea-act Hooks,56.49,2019-03-12,797
The Crabmatic Programmer,61.49,2019-03-13,798
The Crabmatic Programmer,64.99,2019-03-13,799
The Crabmatic Programmer,59.49,2019-03-14,800
Sea-act Hooks,53.5,2019-03-15,801
Cod-ing in Python,56.5,2019-03-16,802
Sea-act Hooks,53.5,2019-03-18,803
Sea-act Hooks,52.0,2019-03-19,804
The Crabmatic Programmer,60.92,2019-03-21,805
Building with Gradeel,84.99,2019-03-23,806
Building with Gradeel,77.99,2019-03-23,807
Building with Gradeel,81.77,2019-03-23,808
The Crabmatic Programmer,60.49,2019-03-23,809
Sea-act Hooks,53.49,2019-03-24,810
Building with Gradeel,77.99,2019-03-24,811
Building with Gradeel,80.49,2019-03-24,812
Building with Gradeel,82.99,2019-03-24,813
Building with Gradeel,74.5,2019-03-25,814
Building with Gradeel,80.72,2019-03-25,815
The Crabmatic Programmer,61.0,2019-03-25,816
Sea-act Hooks,56.49,2019-03-26,817
Cod-ing in Python,58.0,2019-03-27,818
Sea-act Hooks,58.99,2019-03-28,819
Building with Gradeel,80.0,2019-03-29,820
An Ag-isle Primer,21.0,2019-03-30,821
Building with Gradeel,81.5,2019-04-02,822
Building with Gradeel,84.0,2019-04-02,823
The Crabmatic Programmer,58.0,2019-04-02,824
Building with Gradeel,80.0,2019-04-03,825
Building with Gradeel,79.79,2019-04-03,826
Sea-act Hooks,52.49,2019-04-05,827
Building with Gradeel,77.5,2019-04-06,828
Building with Gradeel,75.99,2019-04-06,829
Building with Gradeel,79.56,2019-04-06,830
Advanced Ruby on Whales,49.99,2019-04-07,831
Sea-act Hooks,54.0,2019-04-07,832
Building with Gradeel,84.24,2019-04-07,833
Sea-act Hooks,55.49,2019-04-09,834
An Ag-isle Primer,20.99,2019-04-09,835
The Crabmatic Programmer,60.5,2019-04-10,836
Sea-act Hooks,53.0,2019-04-11,837
Sea-act Hooks,57.0,2019-04-12,838
The Crabmatic Programmer,61.0,2019-04-12,839
The Crabmatic Programmer,61.49,2019-04-12,840
Building with Gradeel,82.5,2019-04-13,841
The Crabmatic Programmer,63.5,2019-04-13,842
Building with Gradeel,83.0,2019-04-14,843
Building with Gradeel,79.99,2019-04-14,844
Building with Gradeel,79.99,2019-04-17,845
Building with Gradeel,75.99,2019-04-17,846
Building with Gradeel,77.68,2019-04-17,847
Sea-act Hooks,53.0,2019-04-18,848
An Ag-isle Primer,20.99,2019-04-18,849
Building with Gradeel,80.23,2019-04-18,850
Cod-ing in Python,61.5,2019-04-20,851
Building with Gradeel,81.49,2019-04-20,852
Building with Gradeel,81.39,2019-04-21,853
Building with Gradeel,79.49,2019-04-23,854
Sea-act Hooks,54.4,2019-04-25,855
Building with Gradeel,82.5,2019-04-26,856
Cod-ing in Python,61.0,2019-04-27,857
Cod-ing in Python,56.0,2019-04-27,858
Building with Gradeel,83.99,2019-04-27,859
Building with Gradeel,84.5,2019-04-28,860
The Crabmatic Programmer,61.49,2019-04-29,861
Sea-act Hooks,52.99,2019-04-30,862
Building with Gradeel,79.5,2019-05-02,863
Building with Gradeel,82.49,2019-05-03,864
Cod-ing in Python,61.5,2019-05-07,865
Sea-act Hooks,50.0,2019-05-08,866
Sea-act Hooks,52.0,2019-05-09,867
Building with Gradeel,81.3,2019-05-11,868
Building with Gradeel,83.99,2019-05-11,869
Building with Gradeel,84.0,2019-05-11,870
Building with Gradeel,77.0,2019-05-12,871
The Crabmatic Programmer,63.99,2019-05-14,872
Sea-act Hooks,55.5,2019-05-15,873
Building with Gradeel,84.69,2019-05-15,874
The Crabmatic Programmer,59.5,2019-05-15,875
Sea-act Hooks,55.99,2019-05-16,876
Advanced Ruby on Whales,45.0,2019-05-18,877
Cod-ing in Python,64.5,2019-05-19,878
Building with Gradeel,79.5,2019-05-19,879
Sea-act Hooks,56.65,2019-05-20,880
Building with Gradeel,85.0,2019-05-20,881
Sea-act Hooks,49.0,2019-05-21,882
Cod-ing in Python,60.5,2019-05-22,883
The Crabmatic Programmer,61.99,2019-05-22,884
Advanced Ruby on Whales,49.0,2019-05-23,885
Sea-act Hooks,54.5,2019-05-26,886
Building with Gradeel,79.51,2019-05-26,887
Advanced Ruby on Whales,50.99,2019-05-27,888
Sea-act Hooks,51.52,2019-05-27,889
Cod-ing in Python,56.5,2019-05-27,890
Building with Gradeel,78.5,2019-05-27,891
Building with Gradeel,81.0,2019-05-28,892
Sea-act Hooks,53.28,2019-05-31,893
An Ag-isle Primer,21.79,2019-05-31,894
Cod-ing in Python,56.5,2019-06-03,895
Building with Gradeel,80.5,2019-06-05,896
Building with Gradeel,79.0,2019-06-06,897
Building with Gradeel,80.49,2019-06-06,898
Building with Gradeel,80.5,2019-06-07,899
Building with Gradeel,80.62,2019-06-08,900
Building with Gradeel,80.5,2019-06-08,901
Building with Gradeel,82.0,2019-06-08,902
The Crabmatic Programmer,60.0,2019-06-08,903
An Ag-isle Primer,23.49,2019-06-09,904
Sea-act Hooks,57.49,2019-06-10,905
Building with Gradeel,79.74,2019-06-10,906
Building with Gradeel,77.53,2019-06-10,907
Advanced Ruby on Whales,47.49,2019-06-11,908
Sea-act Hooks,52.99,2019-06-11,909
Building with Gradeel,79.49,2019-06-11,910
Building with Gradeel,78.99,2019-06-14,911
Cod-ing in Python,64.0,2019-06-15,912
The Crabmatic Programmer,60.99,2019-06-15,913
Advanced Ruby on Whales,46.0,2019-06-17,914
Cod-ing in Python,60.22,2019-06-17,915
Advanced Ruby on Whales,48.13,2019-06-18,916
Sea-act Hooks,54.0,2019-06-18,917
The Crabmatic Programmer,60.0,2019-06-19,918
Sea-act Hooks,57.5,2019-06-20,919
An Ag-isle Primer,19.99,2019-06-20,920
Sea-act Hooks,56.0,2019-06-22,921
Advanced Ruby on Whales,46.5,2019-06-23,922
Cod-ing in Python,57.0,2019-06-24,923
Cod-ing in Python,55.99,2019-06-25,924
Sea-act Hooks,56.5,2019-06-26,925
Building with Gradeel,77.0,2019-06-26,926
Building with Gradeel,80.0,2019-06-27,927
Building with Gradeel,77.99,2019-06-27,928
Advanced Ruby on Whales,53.0,2019-06-29,929
Sea-act Hooks,56.5,2019-06-29,930
Cod-ing in Python,58.5,2019-07-01,931
Building with Gradeel,78.0,2019-07-01,932
Building with Gradeel,81.0,2019-07-01,933
Building with Gradeel,80.0,2019-07-02,934
Sea-act Hooks,52.0,2019-07-06,935
Sea-act Hooks,58.5,2019-07-09,936
Building with Gradeel,85.0,2019-07-09,937
Building with Gradeel,83.49,2019-07-10,938
An Ag-isle Primer,21.0,2019-07-12,939
Building with Gradeel,77.33,2019-07-12,940
Building with Gradeel,82.49,2019-07-12,941
Sea-act Hooks,55.14,2019-07-13,942
Sea-act Hooks,57.5,2019-07-13,943
Building with Gradeel,78.5,2019-07-13,944
Advanced Ruby on Whales,43.49,2019-07-18,945
Advanced Ruby on Whales,47.5,2019-07-20,946
Building with Gradeel,79.5,2019-07-20,947
Building with Gradeel,86.5,2019-07-20,948
Building with Gradeel,85.5,2019-07-20,949
Building with Gradeel,75.99,2019-07-20,950
Cod-ing in Python,57.5,2019-07-21,951
Sea-act Hooks,53.49,2019-07-22,952
An Ag-isle Primer,20.99,2019-07-22,953
Sea-act Hooks,55.7,2019-07-24,954
Building with Gradeel,80.31,2019-07-25,955
Advanced Ruby on Whales,48.99,2019-07-27,956
Cod-ing in Python,62.0,2019-07-27,957
Cod-ing in Python,60.88,2019-07-27,958
The Crabmatic Programmer,59.99,2019-07-27,959
The Crabmatic Programmer,60.49,2019-07-29,960
The Crabmatic Programmer,57.0,2019-07-31,961
Cod-ing in Python,58.5,2019-08-01,962
Sea-act Hooks,53.5,2019-08-02,963
Sea-act Hooks,55.99,2019-08-03,964
Fin-troduction to Sea++,49.5,2019-08-04,965
Building with Gradeel,80.0,2019-08-04,966
Fin-troduction to Sea++,52.0,2019-08-05,967
Fin-troduction to Sea++,49.5,2019-08-05,968
Fin-troduction to Sea++,49.0,2019-08-05,969
An Ag-isle Primer,21.5,2019-08-05,970
An Ag-isle Primer,22.5,2019-08-06,971
Fin-troduction to Sea++,49.5,2019-08-07,972
Fin-troduction to Sea++,47.93,2019-08-07,973
Sea-act Hooks,50.0,2019-08-07,974
Cod-ing in Python,58.99,2019-08-07,975
Fin-troduction to Sea++,51.0,2019-08-08,976
Building with Gradeel,78.5,2019-08-08,977
Fin-troduction to Sea++,42.99,2019-08-09,978
Fin-troduction to Sea++,46.49,2019-08-10,979
Sea-act Hooks,54.49,2019-08-10,980
Fin-troduction to Sea++,50.5,2019-08-12,981
Sea-act Hooks,52.5,2019-08-12,982
An Ag-isle Primer,20.99,2019-08-13,983
The Crabmatic Programmer,62.0,2019-08-13,984
Cod-ing in Python,52.99,2019-08-14,985
Building with Gradeel,79.5,2019-08-14,986
Sea-act Hooks,56.5,2019-08-15,987
Cod-ing in Python,57.49,2019-08-15,988
Fin-troduction to Sea++,49.23,2019-08-16,989
Building with Gradeel,81.0,2019-08-16,990
Fin-troduction to Sea++,51.99,2019-08-17,991
Sea-act Hooks,55.44,2019-08-17,992
Building with Gradeel,81.49,2019-08-17,993
Fin-troduction to Sea++,48.39,2019-08-19,994
Advanced Ruby on Whales,48.5,2019-08-19,995
Advanced Ruby on Whales,46.5,2019-08-19,996
Fin-troduction to Sea++,50.02,2019-08-20,997
Fin-troduction to Sea++,48.0,2019-08-20,998
Sea-act Hooks,53.99,2019-08-20,999
Fin-troduction to Sea++,49.06,2019-08-22,1000
The Crabmatic Programmer,64.99,2019-08-22,1001
Fin-troduction to Sea++,49.5,2019-08-23,1002
An Ag-isle Primer,20.49,2019-08-24,1003
Building with Gradeel,78.49,2019-08-25,1004
Sea-act Hooks,53.49,2019-08-26,1005
Advanced Ruby on Whales,47.0,2019-08-27,1006
Cod-ing in Python,57.45,2019-08-27,1007
An Ag-isle Primer,19.99,2019-08-27,1008
Fin-troduction to Sea++,45.5,2019-08-29,1009
Sea-act Hooks,51.5,2019-08-29,1010
Building with Gradeel,81.03,2019-08-30,1011
Fin-troduction to Sea++,49.5,2019-08-31,1012
The Crabmatic Programmer,60.5,2019-08-31,1013
Fin-troduction to Sea++,48.06,2019-09-01,1014
Cod-ing in Python,55.99,2019-09-02,1015
Sea-act Hooks,49.49,2019-09-03,1016
Fin-troduction to Sea++,47.5,2019-09-04,1017
The Crabmatic Programmer,58.0,2019-09-04,1018
Advanced Ruby on Whales,44.5,2019-09-05,1019
Fin-troduction to Sea++,47.09,2019-09-06,1020
Advanced Ruby on Whales,47.49,2019-09-06,1021
The Crabmatic Programmer,59.99,2019-09-06,1022
Sea-act Hooks,54.76,2019-09-07,1023
An Ag-isle Primer,15.99,2019-09-07,1024
Fin-troduction to Sea++,51.0,2019-09-08,1025
Fin-troduction to Sea++,44.5,2019-09-08,1026
Sea-act Hooks,54.5,2019-09-09,1027
Cod-ing in Python,60.49,2019-09-09,1028
The Crabmatic Programmer,57.99,2019-09-09,1029
Sea-act Hooks,55.12,2019-09-10,1030
Advanced Ruby on Whales,46.5,2019-09-11,1031
Sea-act Hooks,52.05,2019-09-11,1032
Cod-ing in Python,57.99,2019-09-11,1033
Sea-act Hooks,56.5,2019-09-12,1034
Building with Gradeel,81.5,2019-09-13,1035
Cod-ing in Python,58.5,2019-09-14,1036
Sea-act Hooks,54.0,2019-09-15,1037
Cod-ing in Python,61.5,2019-09-15,1038
Building with Gradeel,83.49,2019-09-16,1039
Fin-troduction to Sea++,47.5,2019-09-18,1040
Sea-act Hooks,54.49,2019-09-18,1041
Building with Gradeel,78.49,2019-09-18,1042
The Crabmatic Programmer,60.5,2019-09-19,1043
Advanced Ruby on Whales,45.99,2019-09-20,1044
Sea-act Hooks,54.0,2019-09-21,1045
The Crabmatic Programmer,57.01,2019-09-21,1046
Sea-act Hooks,55.0,2019-09-22,1047
Advanced Ruby on Whales,43.5,2019-09-23,1048
Fin-troduction to Sea++,49.0,2019-09-24,1049
An Ag-isle Primer,20.5,2019-09-24,1050
Sea-act Hooks,55.24,2019-09-25,1051
Sea-act Hooks,55.0,2019-09-27,1052
Fin-troduction to Sea++,50.0,2019-09-29,1053
Sea-act Hooks,59.96,2019-09-29,1054
Sea-act Hooks,53.0,2019-09-29,1055
Cod-ing in Python,58.38,2019-09-29,1056
Cod-ing in Python,59.49,2019-09-30,1057
The Crabmatic Programmer,58.5,2019-10-01,1058
Fin-troduction to Sea++,49.34,2019-10-03,1059
Fin-troduction to Sea++,52.0,2019-10-04,1060
Building with Gradeel,79.5,2019-10-06,1061
The Crabmatic Programmer,62.49,2019-10-10,1062
Fin-troduction to Sea++,48.49,2019-10-11,1063
Fin-troduction to Sea++,48.5,2019-10-12,1064
Fin-troduction to Sea++,43.49,2019-10-13,1065
Fin-troduction to Sea++,51.49,2019-10-13,1066
Fin-troduction to Sea++,48.04,2019-10-13,1067
Fin-troduction to Sea++,51.06,2019-10-14,1068
Sea-act Hooks,55.5,2019-10-15,1069
Building with Gradeel,80.5,2019-10-15,1070
Fin-troduction to Sea++,50.0,2019-10-16,1071
Building with Gradeel,83.0,2019-10-16,1072
Sea-act Hooks,54.5,2019-10-17,1073
Fin-troduction to Sea++,48.99,2019-10-18,1074
Building with Gradeel,82.0,2019-10-22,1075
Building with Gradeel,82.34,2019-10-22,1076
Advanced Ruby on Whales,42.99,2019-10-23,1077
The Crabmatic Programmer,61.49,2019-10-23,1078
Fin-troduction to Sea++,47.15,2019-10-26,1079
Building with Gradeel,74.49,2019-10-26,1080
Fin-troduction to Sea++,48.49,2019-10-27,1081
Building with Gradeel,83.5,2019-10-27,1082
Fin-troduction to Sea++,43.0,2019-10-28,1083
Fin-troduction to Sea++,50.0,2019-10-29,1084
Advanced Ruby on Whales,47.0,2019-10-29,1085
Fin-troduction to Sea++,51.0,2019-10-30,1086
Sea-act Hooks,50.25,2019-10-30,1087
Fin-troduction to Sea++,49.0,2019-11-01,1088
Sea-act Hooks,52.5,2019-11-01,1089
Building with Gradeel,77.49,2019-11-01,1090
Fin-troduction to Sea++,51.0,2019-11-03,1091
Fin-troduction to Sea++,50.99,2019-11-03,1092
Advanced Ruby on Whales,43.99,2019-11-03,1093
Sea-act Hooks,56.0,2019-11-03,1094
Sea-act Hooks,54.61,2019-11-03,1095
Sea-act Hooks,55.0,2019-11-05,1096
Sea-act Hooks,57.0,2019-11-06,1097
Building with Gradeel,77.0,2019-11-06,1098
Sea-act Hooks,52.49,2019-11-07,1099
Building with Gradeel,81.5,2019-11-07,1100
Fin-troduction to Sea++,51.49,2019-11-09,1101
The Crabmatic Programmer,57.5,2019-11-10,1102
Fin-troduction to Sea++,52.49,2019-11-11,1103
The Crabmatic Programmer,58.49,2019-11-11,1104
Fin-troduction to Sea++,46.78,2019-11-12,1105
Advanced Ruby on Whales,48.0,2019-11-12,1106
Sea-act Hooks,57.0,2019-11-13,1107
Fin-troduction to Sea++,50.73,2019-11-16,1108
Fin-troduction to Sea++,49.5,2019-11-17,1109
Fin-troduction to Sea++,52.0,2019-11-17,1110
Cod-ing in Python,57.0,2019-11-18,1111
Building with Gradeel,81.5,2019-11-18,1112
Advanced Ruby on Whales,53.0,2019-11-19,1113
Fin-troduction to Sea++,49.0,2019-11-21,1114
Fin-troduction to Sea++,50.49,2019-11-22,1115
Sea-act Hooks,53.49,2019-11-26,1116
Fin-troduction to Sea++,47.0,2019-11-27,1117
Fin-troduction to Sea++,52.0,2019-11-27,1118
Fin-troduction to Sea++,51.99,2019-11-29,1119
Fin-troduction to Sea++,48.49,2019-11-29,1120
Cod-ing in Python,62.0,2019-11-30,1121
Advanced Ruby on Whales,47.0,2019-12-01,1122
Sea-act Hooks,56.5,2019-12-01,1123
Building with Gradeel,81.15,2019-12-01,1124
Sea-act Hooks,56.49,2019-12-02,1125
Fin-troduction to Sea++,49.06,2019-12-03,1126
Cod-ing in Python,61.5,2019-12-03,1127
Fin-troduction to Sea++,47.0,2019-12-04,1128
Fin-troduction to Sea++,49.0,2019-12-05,1129
Sea-act Hooks,56.0,2019-12-05,1130
Sea-act Hooks,53.72,2019-12-05,1131
Sea-act Hooks,56.43,2019-12-05,1132
Sea-act Hooks,50.49,2019-12-05,1133
An Ag-isle Primer,23.0,2019-12-05,1134
Building with Gradeel,78.49,2019-12-05,1135
Advanced Ruby on Whales,48.5,2019-12-06,1136
Sea-act Hooks,54.5,2019-12-06,1137
The Crabmatic Programmer,61.5,2019-12-06,1138
Fin-troduction to Sea++,52.68,2019-12-09,1139
Sea-act Hooks,51.0,2019-12-09,1140
Sea-act Hooks,53.0,2019-12-10,1141
Sea-act Hooks,57.0,2019-12-12,1142
Fin-troduction to Sea++,50.49,2019-12-13,1143
Sea-act Hooks,51.0,2019-12-13,1144
Fin-troduction to Sea++,50.0,2019-12-15,1145
Advanced Ruby on Whales,50.0,2019-12-15,1146
An Ag-isle Primer,21.07,2019-12-15,1147
Fin-troduction to Sea++,50.5,2019-12-16,1148
Fin-troduction to Sea++,49.49,2019-12-17,1149
Fin-troduction to Sea++,50.0,2019-12-17,1150
Sea-act Hooks,60.0,2019-12-17,1151
Building with Gradeel,83.49,2019-12-17,1152
Advanced Ruby on Whales,51.0,2019-12-18,1153
Cod-ing in Python,56.49,2019-12-18,1154
Building with Gradeel,77.5,2019-12-18,1155
The Crabmatic Programmer,58.0,2019-12-18,1156
Fin-troduction to Sea++,48.57,2019-12-19,1157
Fin-troduction to Sea++,52.5,2019-12-19,1158
An Ag-isle Primer,20.0,2019-12-20,1159
Building with Gradeel,80.5,2019-12-20,1160
Sea-act Hooks,55.0,2019-12-21,1161
Sea-act Hooks,53.5,2019-12-21,1162
Building with Gradeel,81.99,2019-12-21,1163
Fin-troduction to Sea++,50.5,2019-12-22,1164
Advanced Ruby on Whales,49.49,2019-12-22,1165
Sea-act Hooks,53.49,2019-12-22,1166
Advanced Ruby on Whales,46.49,2019-12-23,1167
The Crabmatic Programmer,57.5,2019-12-23,1168
Fin-troduction to Sea++,53.0,2019-12-24,1169
Fin-troduction to Sea++,51.99,2019-12-24,1170
Cod-ing in Python,60.08,2019-12-24,1171
The Crabmatic Programmer,63.5,2019-12-24,1172
The Crabmatic Programmer,63.5,2019-12-24,1173
Fin-troduction to Sea++,53.69,2019-12-25,1174
Building with Gradeel,86.99,2019-12-25,1175
The Crabmatic Programmer,60.0,2019-12-26,1176
Fin-troduction to Sea++,49.49,2019-12-27,1177
Fin-troduction to Sea++,51.5,2019-12-27,1178
Advanced Ruby on Whales,44.99,2019-12-28,1179
Building with Gradeel,81.34,2019-12-28,1180
Fin-troduction to Sea++,49.99,2019-12-30,1181
Advanced Ruby on Whales,47.5,2019-12-31,1182
Fin-troduction to Sea++,51.0,2020-01-01,1183
